task,variant,schedule,chunk,N,K,threads,run,time,checksum
A,omp,guided,1,500000,20,2,3,0.193850,273625000
A,omp,guided,4,500000,20,2,1,0.193638,273625000
A,omp,guided,4,500000,20,2,2,0.193915,273625000
A,omp,guided,4,500000,20,2,3,0.193808,273625000
A,omp,guided,16,500000,20,2,1,0.193352,273625000
A,omp,guided,16,500000,20,2,2,0.193575,273625000
A,omp,guided,16,500000,20,2,3,0.193743,273625000
A,omp,guided,64,500000,20,2,1,0.194807,273625000
A,omp,guided,64,500000,20,2,2,0.193708,273625000
A,omp,guided,64,500000,20,2,3,0.195201,273625000
A,omp,static,0,500000,20,4,1,0.102001,273625000
A,omp,static,0,500000,20,4,2,0.102424,273625000
A,omp,static,0,500000,20,4,3,0.102457,273625000
A,omp,dynamic,1,500000,20,4,1,0.103139,273625000
A,omp,dynamic,1,500000,20,4,2,0.166835,273625000
A,omp,dynamic,1,500000,20,4,3,0.110941,273625000
A,omp,dynamic,4,500000,20,4,1,0.103519,273625000
A,omp,dynamic,4,500000,20,4,2,0.101883,273625000
A,omp,dynamic,4,500000,20,4,3,0.101845,273625000
A,omp,dynamic,16,500000,20,4,1,0.102017,273625000
A,omp,dynamic,16,500000,20,4,2,0.102061,273625000
A,omp,dynamic,16,500000,20,4,3,0.102902,273625000
A,omp,dynamic,64,500000,20,4,1,0.101813,273625000
A,omp,dynamic,64,500000,20,4,2,0.101714,273625000
A,omp,dynamic,64,500000,20,4,3,0.101912,273625000
A,omp,guided,1,500000,20,4,1,0.101903,273625000
A,omp,guided,1,500000,20,4,2,0.102300,273625000
A,omp,guided,1,500000,20,4,3,0.102702,273625000
A,omp,guided,4,500000,20,4,1,0.102036,273625000
A,omp,guided,4,500000,20,4,2,0.101663,273625000
A,omp,guided,4,500000,20,4,3,0.101547,273625000
A,omp,guided,16,500000,20,4,1,0.101710,273625000
A,omp,guided,16,500000,20,4,2,0.102431,273625000
A,omp,guided,16,500000,20,4,3,0.102386,273625000
A,omp,guided,64,500000,20,4,1,0.101533,273625000
A,omp,guided,64,500000,20,4,2,0.101635,273625000
A,omp,guided,64,500000,20,4,3,0.101617,273625000
A,omp,static,0,500000,20,8,1,0.079458,273625000
A,omp,static,0,500000,20,8,2,0.079095,273625000
A,omp,static,0,500000,20,8,3,0.077956,273625000
A,omp,dynamic,1,500000,20,8,1,0.077166,273625000
A,omp,dynamic,1,500000,20,8,2,0.076764,273625000
A,omp,dynamic,1,500000,20,8,3,0.077190,273625000
A,omp,dynamic,4,500000,20,8,1,0.074262,273625000
A,omp,dynamic,4,500000,20,8,2,0.074415,273625000
A,omp,dynamic,4,500000,20,8,3,0.074637,273625000
A,omp,dynamic,16,500000,20,8,1,0.074050,273625000
A,omp,dynamic,16,500000,20,8,2,0.074127,273625000
A,omp,dynamic,16,500000,20,8,3,0.077136,273625000
A,omp,dynamic,64,500000,20,8,1,0.077330,273625000
A,omp,dynamic,64,500000,20,8,2,0.074060,273625000
A,omp,dynamic,64,500000,20,8,3,0.074765,273625000
A,omp,guided,1,500000,20,8,1,0.074863,273625000
A,omp,guided,1,500000,20,8,2,0.077039,273625000
A,omp,guided,1,500000,20,8,3,0.083996,273625000
A,omp,guided,4,500000,20,8,1,0.076409,273625000
A,omp,guided,4,500000,20,8,2,0.078264,273625000
A,omp,guided,4,500000,20,8,3,0.073684,273625000
A,omp,guided,16,500000,20,8,1,0.073943,273625000
A,omp,guided,16,500000,20,8,2,0.074925,273625000
A,omp,guided,16,500000,20,8,3,0.073702,273625000
A,omp,guided,64,500000,20,8,1,0.080459,273625000
A,omp,guided,64,500000,20,8,2,0.073592,273625000
A,omp,guided,64,500000,20,8,3,0.076580,273625000
A,omp,static,0,500000,20,16,1,0.080969,273625000
A,omp,static,0,500000,20,16,2,0.079259,273625000
A,omp,static,0,500000,20,16,3,0.113034,273625000
A,omp,dynamic,1,500000,20,16,1,0.087367,273625000
A,omp,dynamic,1,500000,20,16,2,0.118990,273625000
A,omp,dynamic,1,500000,20,16,3,0.080065,273625000
A,omp,dynamic,4,500000,20,16,1,0.077954,273625000
A,omp,dynamic,4,500000,20,16,2,0.077644,273625000
A,omp,dynamic,4,500000,20,16,3,0.080916,273625000
A,omp,dynamic,16,500000,20,16,1,0.073758,273625000
A,omp,dynamic,16,500000,20,16,2,0.074618,273625000
A,omp,dynamic,16,500000,20,16,3,0.074810,273625000
A,omp,dynamic,64,500000,20,16,1,0.073690,273625000
A,omp,dynamic,64,500000,20,16,2,0.073491,273625000
A,omp,dynamic,64,500000,20,16,3,0.075277,273625000
A,omp,guided,1,500000,20,16,1,0.077602,273625000
A,omp,guided,1,500000,20,16,2,0.074836,273625000
A,omp,guided,1,500000,20,16,3,0.075984,273625000
A,omp,guided,4,500000,20,16,1,0.074828,273625000
A,omp,guided,4,500000,20,16,2,0.074401,273625000
A,omp,guided,4,500000,20,16,3,0.076973,273625000
A,omp,guided,16,500000,20,16,1,0.076473,273625000
A,omp,guided,16,500000,20,16,2,0.074735,273625000
A,omp,guided,16,500000,20,16,3,0.075256,273625000
A,omp,guided,64,500000,20,16,1,0.077342,273625000
A,omp,guided,64,500000,20,16,2,0.075915,273625000
A,omp,guided,64,500000,20,16,3,0.076773,273625000
A,omp,static,0,500000,24,1,1,2.240085,1562975025
A,omp,static,0,500000,24,1,2,2.278685,1562975025
A,omp,static,0,500000,24,1,3,2.234969,1562975025
A,omp,dynamic,1,500000,24,1,1,2.279267,1562975025
A,omp,dynamic,1,500000,24,1,2,2.261394,1562975025
A,omp,dynamic,1,500000,24,1,3,2.269328,1562975025
A,omp,dynamic,4,500000,24,1,1,2.234490,1562975025
A,omp,dynamic,4,500000,24,1,2,2.232067,1562975025
A,omp,dynamic,4,500000,24,1,3,2.265014,1562975025
A,omp,dynamic,16,500000,24,1,1,2.238150,1562975025
A,omp,dynamic,16,500000,24,1,2,2.232839,1562975025
A,omp,dynamic,16,500000,24,1,3,2.268126,1562975025
A,omp,dynamic,64,500000,24,1,1,2.304140,1562975025
A,omp,dynamic,64,500000,24,1,2,2.233814,1562975025
A,omp,dynamic,64,500000,24,1,3,2.264537,1562975025
A,omp,guided,1,500000,24,1,1,2.233397,1562975025
A,omp,guided,1,500000,24,1,2,2.276008,1562975025
A,omp,guided,1,500000,24,1,3,2.230430,1562975025
A,omp,guided,4,500000,24,1,1,2.236956,1562975025
A,omp,guided,4,500000,24,1,2,2.265300,1562975025
A,omp,guided,4,500000,24,1,3,2.266681,1562975025
A,omp,guided,16,500000,24,1,1,2.238670,1562975025
A,omp,guided,16,500000,24,1,2,2.233709,1562975025
A,omp,guided,16,500000,24,1,3,2.265260,1562975025
A,omp,guided,64,500000,24,1,1,2.236537,1562975025
A,omp,guided,64,500000,24,1,2,2.233909,1562975025
A,omp,guided,64,500000,24,1,3,2.227585,1562975025
A,omp,static,0,500000,24,2,1,1.173521,1562975025
A,omp,static,0,500000,24,2,2,1.173483,1562975025
A,omp,static,0,500000,24,2,3,1.142073,1562975025
A,omp,dynamic,1,500000,24,2,1,1.143658,1562975025
A,omp,dynamic,1,500000,24,2,2,1.147628,1562975025
A,omp,dynamic,1,500000,24,2,3,1.143063,1562975025
A,omp,dynamic,4,500000,24,2,1,1.176400,1562975025
A,omp,dynamic,4,500000,24,2,2,1.141565,1562975025
A,omp,dynamic,4,500000,24,2,3,1.139139,1562975025
A,omp,dynamic,16,500000,24,2,1,1.172351,1562975025
A,omp,dynamic,16,500000,24,2,2,1.175067,1562975025
A,omp,dynamic,16,500000,24,2,3,1.142926,1562975025
A,omp,dynamic,64,500000,24,2,1,1.143225,1562975025
A,omp,dynamic,64,500000,24,2,2,1.143026,1562975025
A,omp,dynamic,64,500000,24,2,3,1.180279,1562975025
A,omp,guided,1,500000,24,2,1,1.142799,1562975025
A,omp,guided,1,500000,24,2,2,1.143142,1562975025
A,omp,guided,1,500000,24,2,3,1.143254,1562975025
A,omp,guided,4,500000,24,2,1,1.175056,1562975025
A,omp,guided,4,500000,24,2,2,1.142627,1562975025
A,omp,guided,4,500000,24,2,3,1.179531,1562975025
A,omp,guided,16,500000,24,2,1,1.143753,1562975025
A,omp,guided,16,500000,24,2,2,1.142365,1562975025
A,omp,guided,16,500000,24,2,3,1.154236,1562975025
A,omp,guided,64,500000,24,2,1,1.145409,1562975025
A,omp,guided,64,500000,24,2,2,1.206213,1562975025
A,omp,guided,64,500000,24,2,3,1.172325,1562975025
A,omp,static,0,500000,24,4,1,0.595585,1562975025
A,omp,static,0,500000,24,4,2,0.601410,1562975025
A,omp,static,0,500000,24,4,3,0.593651,1562975025
A,omp,dynamic,1,500000,24,4,1,0.604966,1562975025
A,omp,dynamic,1,500000,24,4,2,0.605923,1562975025
A,omp,dynamic,1,500000,24,4,3,0.604797,1562975025
A,omp,dynamic,4,500000,24,4,1,0.614211,1562975025
A,omp,dynamic,4,500000,24,4,2,0.611599,1562975025
A,omp,dynamic,4,500000,24,4,3,0.646957,1562975025
A,omp,dynamic,16,500000,24,4,1,0.617401,1562975025
A,omp,dynamic,16,500000,24,4,2,0.644025,1562975025
A,omp,dynamic,16,500000,24,4,3,0.611287,1562975025
A,omp,dynamic,64,500000,24,4,1,0.613733,1562975025
A,omp,dynamic,64,500000,24,4,2,0.616527,1562975025
A,omp,dynamic,64,500000,24,4,3,0.612205,1562975025
A,omp,guided,1,500000,24,4,1,0.613800,1562975025
A,omp,guided,1,500000,24,4,2,0.621016,1562975025
A,omp,guided,1,500000,24,4,3,0.617068,1562975025
A,omp,guided,4,500000,24,4,1,0.616647,1562975025
A,omp,guided,4,500000,24,4,2,0.657186,1562975025
A,omp,guided,4,500000,24,4,3,0.619410,1562975025
A,omp,guided,16,500000,24,4,1,0.620095,1562975025
A,omp,guided,16,500000,24,4,2,0.621072,1562975025
A,omp,guided,16,500000,24,4,3,0.621793,1562975025
A,omp,guided,64,500000,24,4,1,0.621939,1562975025
A,omp,guided,64,500000,24,4,2,0.632291,1562975025
A,omp,guided,64,500000,24,4,3,0.622327,1562975025
A,omp,static,0,500000,24,8,1,0.465704,1562975025
A,omp,static,0,500000,24,8,2,0.459427,1562975025
A,omp,static,0,500000,24,8,3,0.468623,1562975025
A,omp,dynamic,1,500000,24,8,1,0.459223,1562975025
A,omp,dynamic,1,500000,24,8,2,0.456987,1562975025
A,omp,dynamic,1,500000,24,8,3,0.484301,1562975025
A,omp,dynamic,4,500000,24,8,1,0.460512,1562975025
A,omp,dynamic,4,500000,24,8,2,0.484744,1562975025
A,omp,dynamic,4,500000,24,8,3,0.492737,1562975025
A,omp,dynamic,16,500000,24,8,1,0.459912,1562975025
A,omp,dynamic,16,500000,24,8,2,0.456654,1562975025
A,omp,dynamic,16,500000,24,8,3,0.463708,1562975025
A,omp,dynamic,64,500000,24,8,1,0.464904,1562975025
A,omp,dynamic,64,500000,24,8,2,0.464333,1562975025
A,omp,dynamic,64,500000,24,8,3,0.457991,1562975025
A,omp,guided,1,500000,24,8,1,0.469944,1562975025
A,omp,guided,1,500000,24,8,2,0.463630,1562975025
A,omp,guided,1,500000,24,8,3,0.472691,1562975025
A,omp,guided,4,500000,24,8,1,0.488221,1562975025
A,omp,guided,4,500000,24,8,2,0.474519,1562975025
A,omp,guided,4,500000,24,8,3,0.492211,1562975025
A,omp,guided,16,500000,24,8,1,0.468329,1562975025
A,omp,guided,16,500000,24,8,2,0.465328,1562975025
A,omp,guided,16,500000,24,8,3,0.504337,1562975025
A,omp,guided,64,500000,24,8,1,0.459047,1562975025
A,omp,guided,64,500000,24,8,2,0.472120,1562975025
A,omp,guided,64,500000,24,8,3,0.462538,1562975025
A,omp,static,0,500000,24,16,1,0.483032,1562975025
A,omp,static,0,500000,24,16,2,0.511916,1562975025
A,omp,static,0,500000,24,16,3,0.468036,1562975025
A,omp,dynamic,1,500000,24,16,1,0.457875,1562975025
A,omp,dynamic,1,500000,24,16,2,0.460468,1562975025
A,omp,dynamic,1,500000,24,16,3,0.470516,1562975025
A,omp,dynamic,4,500000,24,16,1,0.474989,1562975025
A,omp,dynamic,4,500000,24,16,2,0.465668,1562975025
A,omp,dynamic,4,500000,24,16,3,0.461762,1562975025
A,omp,dynamic,16,500000,24,16,1,0.469875,1562975025
A,omp,dynamic,16,500000,24,16,2,0.472872,1562975025
A,omp,dynamic,16,500000,24,16,3,0.487940,1562975025
A,omp,dynamic,64,500000,24,16,1,0.508584,1562975025
A,omp,dynamic,64,500000,24,16,2,0.468921,1562975025
A,omp,dynamic,64,500000,24,16,3,0.468529,1562975025
A,omp,guided,1,500000,24,16,1,0.476289,1562975025
A,omp,guided,1,500000,24,16,2,0.476550,1562975025
A,omp,guided,1,500000,24,16,3,0.469039,1562975025
A,omp,guided,4,500000,24,16,1,0.470817,1562975025
A,omp,guided,4,500000,24,16,2,0.470661,1562975025
A,omp,guided,4,500000,24,16,3,0.469061,1562975025
A,omp,guided,16,500000,24,16,1,0.485220,1562975025
A,omp,guided,16,500000,24,16,2,0.480394,1562975025
A,omp,guided,16,500000,24,16,3,0.478918,1562975025
A,omp,guided,64,500000,24,16,1,0.471770,1562975025
A,omp,guided,64,500000,24,16,2,0.483655,1562975025
A,omp,guided,64,500000,24,16,3,0.475626,1562975025
A,omp,static,0,500000,28,1,1,13.025964,9182569400
A,omp,static,0,500000,28,1,2,13.019941,9182569400
A,omp,static,0,500000,28,1,3,12.948589,9182569400
A,omp,dynamic,1,500000,28,1,1,12.949435,9182569400
A,omp,dynamic,1,500000,28,1,2,12.938431,9182569400
A,omp,dynamic,1,500000,28,1,3,12.960011,9182569400
A,omp,dynamic,4,500000,28,1,1,13.001424,9182569400
A,omp,dynamic,4,500000,28,1,2,12.950768,9182569400
A,omp,dynamic,4,500000,28,1,3,12.982634,9182569400
A,omp,dynamic,16,500000,28,1,1,12.984342,9182569400
A,omp,dynamic,16,500000,28,1,2,12.985325,9182569400
A,omp,dynamic,16,500000,28,1,3,12.974860,9182569400
A,omp,dynamic,64,500000,28,1,1,13.019029,9182569400
A,omp,dynamic,64,500000,28,1,2,12.938892,9182569400
A,omp,dynamic,64,500000,28,1,3,12.961524,9182569400
A,omp,guided,1,500000,28,1,1,12.996071,9182569400
A,omp,guided,1,500000,28,1,2,12.988827,9182569400
A,omp,guided,1,500000,28,1,3,13.030409,9182569400
A,omp,guided,4,500000,28,1,1,13.040247,9182569400
A,omp,guided,4,500000,28,1,2,12.992809,9182569400
A,omp,guided,4,500000,28,1,3,12.943008,9182569400
A,omp,guided,16,500000,28,1,1,12.977619,9182569400
A,omp,guided,16,500000,28,1,2,13.017525,9182569400
A,omp,guided,16,500000,28,1,3,12.985998,9182569400
A,omp,guided,64,500000,28,1,1,13.014874,9182569400
A,omp,guided,64,500000,28,1,2,13.028180,9182569400
A,omp,guided,64,500000,28,1,3,12.978979,9182569400
A,omp,static,0,500000,28,2,1,6.605858,9182569400
A,omp,static,0,500000,28,2,2,6.683955,9182569400
A,omp,static,0,500000,28,2,3,6.634725,9182569400
A,omp,dynamic,1,500000,28,2,1,6.669453,9182569400
A,omp,dynamic,1,500000,28,2,2,6.675639,9182569400
A,omp,dynamic,1,500000,28,2,3,6.634413,9182569400
A,omp,dynamic,4,500000,28,2,1,6.637232,9182569400
A,omp,dynamic,4,500000,28,2,2,6.638398,9182569400
A,omp,dynamic,4,500000,28,2,3,6.631041,9182569400
A,omp,dynamic,16,500000,28,2,1,6.663354,9182569400
A,omp,dynamic,16,500000,28,2,2,6.680364,9182569400
A,omp,dynamic,16,500000,28,2,3,6.623602,9182569400
A,omp,dynamic,64,500000,28,2,1,6.640102,9182569400
A,omp,dynamic,64,500000,28,2,2,6.688588,9182569400
A,omp,dynamic,64,500000,28,2,3,6.638659,9182569400
A,omp,guided,1,500000,28,2,1,6.707815,9182569400
A,omp,guided,1,500000,28,2,2,6.635529,9182569400
A,omp,guided,1,500000,28,2,3,6.646487,9182569400
A,omp,guided,4,500000,28,2,1,6.597744,9182569400
A,omp,guided,4,500000,28,2,2,6.631973,9182569400
A,omp,guided,4,500000,28,2,3,6.627478,9182569400
A,omp,guided,16,500000,28,2,1,6.801100,9182569400
A,omp,guided,16,500000,28,2,2,6.990737,9182569400
A,omp,guided,16,500000,28,2,3,7.037044,9182569400
A,omp,guided,64,500000,28,2,1,7.190858,9182569400
A,omp,guided,64,500000,28,2,2,7.319254,9182569400
A,omp,guided,64,500000,28,2,3,7.546485,9182569400
A,omp,static,0,500000,28,4,1,4.881398,9182569400
A,omp,static,0,500000,28,4,2,5.136902,9182569400
A,omp,static,0,500000,28,4,3,5.215201,9182569400
A,omp,dynamic,1,500000,28,4,1,5.465495,9182569400
A,omp,dynamic,1,500000,28,4,2,5.564006,9182569400
A,omp,dynamic,1,500000,28,4,3,5.653605,9182569400
A,omp,dynamic,4,500000,28,4,1,5.838887,9182569400
A,omp,dynamic,4,500000,28,4,2,5.971149,9182569400
A,omp,dynamic,4,500000,28,4,3,6.188742,9182569400
A,omp,dynamic,16,500000,28,4,1,6.301301,9182569400
A,omp,dynamic,16,500000,28,4,2,6.425010,9182569400
A,omp,dynamic,16,500000,28,4,3,6.508450,9182569400
A,omp,dynamic,64,500000,28,4,1,6.504719,9182569400
A,omp,dynamic,64,500000,28,4,2,6.605221,9182569400
A,omp,dynamic,64,500000,28,4,3,6.516062,9182569400
A,omp,guided,1,500000,28,4,1,6.515891,9182569400
A,omp,guided,1,500000,28,4,2,6.309583,9182569400
A,omp,guided,1,500000,28,4,3,6.267286,9182569400
A,omp,guided,4,500000,28,4,1,6.195253,9182569400
A,omp,guided,4,500000,28,4,2,6.021526,9182569400
A,omp,guided,4,500000,28,4,3,6.105712,9182569400
A,omp,guided,16,500000,28,4,1,5.934187,9182569400
A,omp,guided,16,500000,28,4,2,5.817152,9182569400
A,omp,guided,16,500000,28,4,3,5.789062,9182569400
A,omp,guided,64,500000,28,4,1,5.676202,9182569400
A,omp,guided,64,500000,28,4,2,5.651623,9182569400
A,omp,guided,64,500000,28,4,3,5.554073,9182569400
A,omp,static,0,500000,28,8,1,4.090202,9182569400
A,omp,static,0,500000,28,8,2,4.092633,9182569400
A,omp,static,0,500000,28,8,3,4.058085,9182569400
A,omp,dynamic,1,500000,28,8,1,4.046671,9182569400
A,omp,dynamic,1,500000,28,8,2,4.005880,9182569400
A,omp,dynamic,1,500000,28,8,3,4.058236,9182569400
A,omp,dynamic,4,500000,28,8,1,4.153706,9182569400
A,omp,dynamic,4,500000,28,8,2,3.950408,9182569400
A,omp,dynamic,4,500000,28,8,3,4.025042,9182569400
A,omp,dynamic,16,500000,28,8,1,4.054855,9182569400
A,omp,dynamic,16,500000,28,8,2,4.023946,9182569400
A,omp,dynamic,16,500000,28,8,3,4.037217,9182569400
A,omp,dynamic,64,500000,28,8,1,4.004823,9182569400
A,omp,dynamic,64,500000,28,8,2,4.009358,9182569400
A,omp,dynamic,64,500000,28,8,3,4.049856,9182569400
A,omp,guided,1,500000,28,8,1,4.081295,9182569400
A,omp,guided,1,500000,28,8,2,4.095375,9182569400
A,omp,guided,1,500000,28,8,3,4.067855,9182569400
A,omp,guided,4,500000,28,8,1,4.122382,9182569400
A,omp,guided,4,500000,28,8,2,4.053811,9182569400
A,omp,guided,4,500000,28,8,3,4.010773,9182569400
A,omp,guided,16,500000,28,8,1,4.140775,9182569400
A,omp,guided,16,500000,28,8,2,4.129941,9182569400
A,omp,guided,16,500000,28,8,3,3.950230,9182569400
A,omp,guided,64,500000,28,8,1,4.102989,9182569400
A,omp,guided,64,500000,28,8,2,4.062348,9182569400
A,omp,guided,64,500000,28,8,3,4.222490,9182569400
A,omp,static,0,500000,28,16,1,4.166528,9182569400
A,omp,static,0,500000,28,16,2,4.147407,9182569400
A,omp,static,0,500000,28,16,3,4.093782,9182569400
A,omp,dynamic,1,500000,28,16,1,4.168103,9182569400
A,omp,dynamic,1,500000,28,16,2,4.237683,9182569400
A,omp,dynamic,1,500000,28,16,3,4.234718,9182569400
A,omp,dynamic,4,500000,28,16,1,4.142011,9182569400
A,omp,dynamic,4,500000,28,16,2,4.140335,9182569400
A,omp,dynamic,4,500000,28,16,3,4.169933,9182569400
A,omp,dynamic,16,500000,28,16,1,4.133746,9182569400
A,omp,dynamic,16,500000,28,16,2,4.138630,9182569400
A,omp,dynamic,16,500000,28,16,3,4.103353,9182569400
A,omp,dynamic,64,500000,28,16,1,4.268785,9182569400
A,omp,dynamic,64,500000,28,16,2,4.057555,9182569400
A,omp,dynamic,64,500000,28,16,3,4.171592,9182569400
A,omp,guided,1,500000,28,16,1,4.159786,9182569400
A,omp,guided,1,500000,28,16,2,4.221728,9182569400
A,omp,guided,1,500000,28,16,3,4.204467,9182569400
A,omp,guided,4,500000,28,16,1,4.175996,9182569400
A,omp,guided,4,500000,28,16,2,4.239542,9182569400
A,omp,guided,4,500000,28,16,3,4.181524,9182569400
A,omp,guided,16,500000,28,16,1,4.164007,9182569400
A,omp,guided,16,500000,28,16,2,4.173569,9182569400
A,omp,guided,16,500000,28,16,3,4.178626,9182569400
A,omp,guided,64,500000,28,16,1,4.230579,9182569400
A,omp,guided,64,500000,28,16,2,4.248641,9182569400
A,omp,guided,64,500000,28,16,3,4.167997,9182569400
A,omp,static,0,1000000,20,1,1,1.097072,547250000
A,omp,static,0,1000000,20,1,2,0.808411,547250000
A,omp,static,0,1000000,20,1,3,0.797505,547250000
A,omp,dynamic,1,1000000,20,1,1,0.799836,547250000
A,omp,dynamic,1,1000000,20,1,2,0.788009,547250000
A,omp,dynamic,1,1000000,20,1,3,0.825708,547250000
A,omp,dynamic,4,1000000,20,1,1,0.823359,547250000
A,omp,dynamic,4,1000000,20,1,2,0.851783,547250000
A,omp,dynamic,4,1000000,20,1,3,0.801177,547250000
A,omp,dynamic,16,1000000,20,1,1,0.809918,547250000
A,omp,dynamic,16,1000000,20,1,2,0.801005,547250000
A,omp,dynamic,16,1000000,20,1,3,0.835389,547250000
A,omp,dynamic,64,1000000,20,1,1,0.825342,547250000
A,omp,dynamic,64,1000000,20,1,2,0.882371,547250000
A,omp,dynamic,64,1000000,20,1,3,0.893540,547250000
A,omp,guided,1,1000000,20,1,1,0.875368,547250000
A,omp,guided,1,1000000,20,1,2,0.872919,547250000
A,omp,guided,1,1000000,20,1,3,0.849749,547250000
A,omp,guided,4,1000000,20,1,1,0.824033,547250000
A,omp,guided,4,1000000,20,1,2,0.815281,547250000
A,omp,guided,4,1000000,20,1,3,0.806324,547250000
A,omp,guided,16,1000000,20,1,1,0.818543,547250000
A,omp,guided,16,1000000,20,1,2,0.806038,547250000
A,omp,guided,16,1000000,20,1,3,0.807884,547250000
A,omp,guided,64,1000000,20,1,1,0.819207,547250000
A,omp,guided,64,1000000,20,1,2,0.806170,547250000
A,omp,guided,64,1000000,20,1,3,0.809533,547250000
A,omp,static,0,1000000,20,2,1,0.479382,547250000
A,omp,static,0,1000000,20,2,2,0.481087,547250000
A,omp,static,0,1000000,20,2,3,0.488858,547250000
A,omp,dynamic,1,1000000,20,2,1,0.512964,547250000
A,omp,dynamic,1,1000000,20,2,2,0.506020,547250000
A,omp,dynamic,1,1000000,20,2,3,0.503939,547250000
A,omp,dynamic,4,1000000,20,2,1,0.489560,547250000
A,omp,dynamic,4,1000000,20,2,2,0.495947,547250000
A,omp,dynamic,4,1000000,20,2,3,0.487548,547250000
A,omp,dynamic,16,1000000,20,2,1,0.484897,547250000
A,omp,dynamic,16,1000000,20,2,2,0.490497,547250000
A,omp,dynamic,16,1000000,20,2,3,0.493617,547250000
A,omp,dynamic,64,1000000,20,2,1,0.485704,547250000
A,omp,dynamic,64,1000000,20,2,2,0.488164,547250000
A,omp,dynamic,64,1000000,20,2,3,0.546370,547250000
A,omp,guided,1,1000000,20,2,1,0.500287,547250000
A,omp,guided,1,1000000,20,2,2,0.488814,547250000
A,omp,guided,1,1000000,20,2,3,0.482920,547250000
A,omp,guided,4,1000000,20,2,1,0.480396,547250000
A,omp,guided,4,1000000,20,2,2,0.486964,547250000
A,omp,guided,4,1000000,20,2,3,0.482510,547250000
A,omp,guided,16,1000000,20,2,1,0.480756,547250000
A,omp,guided,16,1000000,20,2,2,0.480046,547250000
A,omp,guided,16,1000000,20,2,3,0.484916,547250000
A,omp,guided,64,1000000,20,2,1,0.509499,547250000
A,omp,guided,64,1000000,20,2,2,0.483602,547250000
A,omp,guided,64,1000000,20,2,3,0.479624,547250000
A,omp,static,0,1000000,20,4,1,0.269780,547250000
A,omp,static,0,1000000,20,4,2,0.309602,547250000
A,omp,static,0,1000000,20,4,3,0.322804,547250000
A,omp,dynamic,1,1000000,20,4,1,0.322814,547250000
A,omp,dynamic,1,1000000,20,4,2,0.324429,547250000
A,omp,dynamic,1,1000000,20,4,3,0.326594,547250000
A,omp,dynamic,4,1000000,20,4,1,0.318761,547250000
A,omp,dynamic,4,1000000,20,4,2,0.322627,547250000
A,omp,dynamic,4,1000000,20,4,3,0.321435,547250000
A,omp,dynamic,16,1000000,20,4,1,0.317189,547250000
A,omp,dynamic,16,1000000,20,4,2,0.322407,547250000
A,omp,dynamic,16,1000000,20,4,3,0.319324,547250000
A,omp,dynamic,64,1000000,20,4,1,0.391658,547250000
A,omp,dynamic,64,1000000,20,4,2,0.321912,547250000
A,omp,dynamic,64,1000000,20,4,3,0.321072,547250000
A,omp,guided,1,1000000,20,4,1,0.315824,547250000
A,omp,guided,1,1000000,20,4,2,0.315734,547250000
A,omp,guided,1,1000000,20,4,3,0.316166,547250000
A,omp,guided,4,1000000,20,4,1,0.313393,547250000
A,omp,guided,4,1000000,20,4,2,0.314503,547250000
A,omp,guided,4,1000000,20,4,3,0.323653,547250000
A,omp,guided,16,1000000,20,4,1,0.313646,547250000
A,omp,guided,16,1000000,20,4,2,0.313772,547250000
A,omp,guided,16,1000000,20,4,3,0.313996,547250000
A,omp,guided,64,1000000,20,4,1,0.314274,547250000
A,omp,guided,64,1000000,20,4,2,0.315628,547250000
A,omp,guided,64,1000000,20,4,3,0.322409,547250000
A,omp,static,0,1000000,20,8,1,0.206492,547250000
A,omp,static,0,1000000,20,8,2,0.211272,547250000
A,omp,static,0,1000000,20,8,3,0.223995,547250000
A,omp,dynamic,1,1000000,20,8,1,0.266675,547250000
A,omp,dynamic,1,1000000,20,8,2,0.221837,547250000
A,omp,dynamic,1,1000000,20,8,3,0.222695,547250000
A,omp,dynamic,4,1000000,20,8,1,0.215120,547250000
A,omp,dynamic,4,1000000,20,8,2,0.219508,547250000
A,omp,dynamic,4,1000000,20,8,3,0.225734,547250000
A,omp,dynamic,16,1000000,20,8,1,0.214784,547250000
A,omp,dynamic,16,1000000,20,8,2,0.215790,547250000
A,omp,dynamic,16,1000000,20,8,3,0.215840,547250000
A,omp,dynamic,64,1000000,20,8,1,0.220517,547250000
A,omp,dynamic,64,1000000,20,8,2,0.211736,547250000
A,omp,dynamic,64,1000000,20,8,3,0.216385,547250000
A,omp,guided,1,1000000,20,8,1,0.216401,547250000
A,omp,guided,1,1000000,20,8,2,0.223723,547250000
A,omp,guided,1,1000000,20,8,3,0.240439,547250000
A,omp,guided,4,1000000,20,8,1,0.237429,547250000
A,omp,guided,4,1000000,20,8,2,0.277664,547250000
A,omp,guided,4,1000000,20,8,3,0.231031,547250000
A,omp,guided,16,1000000,20,8,1,0.227159,547250000
A,omp,guided,16,1000000,20,8,2,0.222804,547250000
A,omp,guided,16,1000000,20,8,3,0.224409,547250000
A,omp,guided,64,1000000,20,8,1,0.257247,547250000
A,omp,guided,64,1000000,20,8,2,0.249707,547250000
A,omp,guided,64,1000000,20,8,3,0.229830,547250000
A,omp,static,0,1000000,20,16,1,0.229029,547250000
A,omp,static,0,1000000,20,16,2,0.246363,547250000
A,omp,static,0,1000000,20,16,3,0.216834,547250000
